text,label
μιλάω σε ψυχή,1
μιλάω σε καρδιά,1
μουρμουρίζω μέσα από δόντια,1
μπαίνω στα αίματα,1
μπαίνω σε έννοιες,1
μπαίνω στα έξοδα,1
μπαίνω σε τη ζωή,1
μπαίνω στο θέμα,1
μπαίνω σε θέση,1
μπαίνω σε καβούκι,1
μπαίνω στον κόπο,1
μπαίνω σε λεπτομέρειες,1
μπαίνω σε λογαριασμό,1
μπαίνω στο λούκι,1
μπαίνω σε τη μαύρη λίστα,1
μπαίνω στην μάχη,1
μπαίνω μέσα,1
μπαίνω σε τη μέση,1
μπαίνω σε μπελάδες,1
μπαίνω με τις μπάντες,1
μπαίνω μπρος,1
μπαίνω στο νόημα,1
μπαίνω σε ξένα οικόπεδα,1
μπαίνω στο παιχνίδι,1
μπαίνω από το παράθυρο,1
μπαίνω σε πειρασμό,1
μπαίνω σε περιπέτειες,1
μπαίνω στο πλύσιμο,1
μπαίνω στο πνεύμα,1
μπαίνω σε ρέγουλα,1
μπαίνω σε τη σειρά,1
μπαίνω σε σκέψεις,1
μπαίνω σε τάξη,1
μπαίνω στο χορό,1
μπαίνω σε ξένα χωράφια,1
νικάω στα σημεία,1
ντύνομαι στο καντίνι,1
ντύνομαι στην πένα,1
ντύνομαι στην τρίχα,1
ντύνομαι στο χακί,1
ξαναγεννιέμαι μέσα από στάχτες,1
ξαπλώνω στο κρεβάτι του Προκρούστη,1
ξεκαρδίζομαι στα γέλια,1
ξεκινάω από το μηδέν,1
ξεραίνομαι στα γέλια,1
ξεραίνομαι στον ύπνο,1
ξεροσταλιάζω σε πόδια,1
ξεσπάω σε γέλια,1
ξεσπάω σε κλάματα,1
ξεσπάω σε λυγμούς,1
ξεφεύγω από τα όρια,1
ξεφεύγω με πάρτη,1
ξεχειλίζω από ζωή,1
ξεχειλίζω από ζωντάνια,1
ξεχειλίζω από κέφι,1
ξεχειλίζω από νιάτα,1
παγώνω από φόβο,1
παίζω με τις λέξεις,1
παίζω με τα λόγια,1
παίζω με πουλί,1
παίζω το σε διπλό ταμπλό,1
παίζω σε δύο ταμπλό,1
παίζω σε πολλά ταμπλό,1
παίζω με τη φλόγα,1
παίζω με την φωτιά,1
παίζω με ανοιχτά χαρτιά,1
παίζω με κλειστά χαρτιά,1
παίζω στο χρηματιστήριο,1
παίζω με μυαλό,1
παίζω με καρδιά,1
παίρνω μπρος,1
παίρνω πίσω,1
δεν παίρνω από λόγια,1
παίρνω από τα μούτρα,1
παίρνω με στραβό μάτι,1
δεν παίρνω από λόγια,1
παλεύω μέχρι τελικής πτώσης,1
πατάω σε τη γή,1
πατάω στα νύχια,1
πατάω επί πτωμάτων,1
πάω στον αγύριστο,1
πάω στο βρόντο,1
πάω κατά διαβόλου,1
πάω στο διάολο,1
πάω σε τη μανά του διαβόλου,1
πάω με τη μόδα,1
πάω στον παράδεισο,1
πάω με το ρεύμα,1
πάω στα τυφλά,1
πάω για φούντο,1
πάω στα κουτουρού,1
πεθαίνω από αγωνία,1
πεθαίνω από ανία,1
πεθαίνω από βαρεμάρα,1
πεθαίνω από ανυπομονησία,1
πεθαίνω στα γέλια,1
πεθαίνω από τη δίψα,1
πεθαίνω από ζήλια,1
πεθαίνω από φυσικό θάνατο,1
πεθαίνω στο κλάμα,1
πεθαίνω σε κρεβάτι,1
πεθαίνω από ντροπή,1
πεθαίνω από τη πείνα,1
πεθαίνω στην ψάθα,1
πειράζομαι με το τίποτα,1
περιμένω στην ουρά,1
δεν περνάει από μυαλό,1
δεν περνάει από χέρι,1
δεν περνάνε σε Nhum,1
περνάω στην αντιπολίτευση,1
περνάω στην αντεπίθεση,1
περνάω σε τη δράση,1
περνάω στην επίθεση,1
περνάω στον εχθρό,1
περνάω σε άλλο θέμα,1
περνάω σε δεύτερη μοίρα,1
περνάω σε τη πράξη,1
περνάω στο ράδιο,1
περνάω στο ταμείο,1
περνάω στην τηλεόραση,1
περναω από όλα τα χεριά,1
περνιέμαι για Adj,1
περνιέμαι για έξυπνος,1
περπατάω σε άκρες των ποδιών,1
περπατάω σε μύτες των ποδιών,1
περπατάω στα νύχια,1
πετάω στα σύννεφα,1
πετάω με φτερά,1
πετάω με φτερά της φαντασίας,1
πετάω από χαρά,1
πετιέμαι σε ύπνο,1
πέφτω σε γκάφες,1
πέφτω στο κενό,1
πέφτω σε κώμα,1
πέφτω στο κρεβάτι,1
πέφτω σε φαύλο κύκλο,1
πέφτω στα μαλακά,1
πέφτω πάνω σε Nhum,1
πέφτω από τον ουρανό,1
πέφτω στην παγίδα,1
πέφτω στο πεδίο της μάχης,1
πέφτω στο πεδίον της τιμής,1
πέφτω στο στόμα του λύκου,1
πέφτω από τα σύννεφα,1
πέφτω για ύπνο,1
πηγαίνω στον αγύριστο,1
πηγαίνω στην άκρη του διαβόλου,1
πηγαίνω στο βρόντο,1
πηγαίνω για βρούβες,1
πηγαίνω κατά διαβόλου,1
πηγαίνω στο διάολο,1
πηγαίνω στην ευχή του Χριστού και της Παναγίας,1
πηγαίνω από καρδιά,1
πηγαίνω στα κουτουρού,1
πηγαίνω σε τη μάνα του διαβόλου,1
πηγαίνω από μάτι,1
πηγαίνω με τη μόδα,1
πηγαίνω προς νερού,1
πηγαίνω στην ουρά του διαβόλου,1
πηγαίνω στο παράδεισο,1
πηγαίνω αντίθετα στο ρεύμα,1
πηγαίνω στα τυφλά,1
πηγαίνω σε τη τύχη,1
πηγαίνω για φούντο,1
πηδάω στο κενό,1
πηδάω μέχρι το ταβάνι,1
πηδάω από χαρά,1
πιάνομαι στην φάκα,1
πίνω σαν σφουγγάρι,1
δεν πιστεύω σε αυτιά,1
δεν πιστεύω σε ματιά,1
πλένομαι σαν τη γάτα,1
πλέω σε πελάγη ευτυχίας,1
πλέω μέσα σε ρούχα,1
πληρώνομαι με το κομμάτι,1
πληρώνω το ακριβά,1
πληρώνω μέχρι δεκάρας,1
πληρώνω από τσέπη,1
πνίγομαι από το άδικο,1
πνίγομαι σε τη δουλειά,1
πνίγομαι σε μια κουταλιά νερό,1
πνίγομαι στα ρηχά,1
προσφεύγω στις κάλπες,1
προχωράω με μεγάλα βήματα,1
ρίχνομαι στο καυγά,1
ρίχνομαι σε τη μάχη,1
ρίχνομαι στο στόμα του λύκου,1
ρίχνομαι σε τη φασαρία,1
ρίχνω στον αέρα,1
ρίχνω στο ψαχνό,1
ρίχνω το στην παλαβή,1
ρίχνω το στην τρελή,1
σηκώνομαι από αρρώστια,1
σκάω από το αβγό,1
σκάω στα γέλια,1
σκάω από τη δίψα,1
σκάω από ζήλια,1
σκάω από κακό,1
σκάω από νεύρα,1
σκάω από περιέργεια,1
σκάω από υγεία,1
σκυλιάζω από κακό,1
σταματάω στο δρόμο,1
στεγνώνω σε ποδιά,1
στέκομαι σε πόδια,1
στέκομαι σε πόδια,1
στέκομαι σε ύψος,1
στέκομαι στο ύψος των περιστάσεων,1
δεν στέκω σε μυαλά,1
στραγγίζω σε πόδια,1
στρίβω αλά γαλλικά,1
στριφογυρίζω γύρω από ένα θέμα,1
στριφογυρνάω μέσα σε τάφο,1
στρώνομαι σε τη δουλειά,1
σφάζω με το μπαμπάκι,1
σφύζω από ζωή,1
σφύζω από ζωντάνια,1
σφύζω από υγεία,1
τραβάω σε μάκρος,1
τρέμω από ανυπομονησία,1
τρέμω από ενθουσιασμό,1
τρέμω από θυμό,1
τρέμω στην σκέψη,1
τρέμω από ικανοποίηση,1
τρέμω από λύσσα,1
τρέμω από νεύρα,1
τρέμω από οργή,1
τρέμω από φόβο,1
τρέμω από χαρά,1
τρέχω πίσω από τις γυναίκες,1
τρέχω με τα τέσσερα,1
τρέχω πίσω από τα φουστάνια,1
τρώγομαι με ρούχα,1
τρώω σαν γουρούνι,1
τρώω με τα δάχτυλα,1
τρώω από τα έτοιμα,1
τρώω με χρυσά κουτάλια,1
τρώω με δέκα μασέλες,1
τρώω από δέκα μεριές,1
τρώω από δέκα μπάντες,1
τρώω στα όρθια,1
τρώω στα πεταχτά,1
τρώω στο πόδι,1
τσακώνομαι για πήδημα ψύλλου,1
τυλίγομαι στις φλόγες,1
φεύγω στα καλά του καθουμένου,1
φθάνω στα άκρα,1
φθάνω σε ακρότητες,1
φθάνω στο αμήν,1
φθάνω στο απροχώρητο,1
φθάνω στα Dnum,1
φθάνω μετά την μάχη,1
φθάνω σε όρια,1
φθάνω στο πι και φί,1
φθάνω στο πιτς φυτίλι,1
φθάνω στο πιτς φιτίλι,1
φθάνω σε προορισμό,1
φθάνω στα τριάντα,1
φθάνω στο τσακ,1
φθάνω στην υπερβολή,1
φθάνω πάνω στην ώρα,1
φορτώνω τα στον κόκκορα,1
φουσκώνω από περηφάνεια,1
χάνομαι στις λεπτομέρειες,1
χάνομαι από προσώπου γής,1
χάνομαι σε σκέψεις,1
χέζομαι στο τάληρο,1
χορεύω με σκοπό,1
χορεύω σε σκοπό,1
χτίζω στον αέρα,1
χτίζω στην άμμο,1
χτυπάω στο μάτι,1
χτυπάω στο ψαχνό,1
χτυπάω σε αδύναμο σημείο,1
δεν χωράει σε μυαλό,1
ψαρεύω στα θολά,1
ψαρεύω στα θολά νερά,1
ψάχνω στα τυφλά,1
ψήνομαι στο πυρετό,1
απαντάω αρνητικά σε ,1
απαντάω στην βία με τη βία,1
απαντάω καταφατικά σε ,1
αφοσιώνομαι μέχρι θανάτου σε ,1
βράζω στο ίδιο καζάνι με ,1
γλυτώνω παρά τρίχα από βέβαιο θάνατο,1
γυρίζω με άδεια χέρια ,1
γυρνάω με άδεια χέρια ,1
γυρνάω με τα χέρια στις τσέπες,1
διαδίδομαι από στόμα σε στόμα,1
διάκειμαι αρνητικά έναντι ,1
διάκειμαι ευμενώς έναντι ,1
διάκειμαι θετικά έναντι ,1
είμαι στα σκατά μέχρι το λαιμό,1
είμαι σαν το ψάρι έξω από το νερό,1
είμαι με τη ψυχή στο στόμα,1
είμαι όλος μάτια και αυτιά,1
είμαι με το ένα πόδι στο λάκο,1
είμαι με το ένα πόδι στον τάφο,1
δεν είμαι στο τηλέφωνο για κανένα,1
επιστρέφω με άδεια χέρια Ε,1
έρχομαι εις γάμου κοινωνίαν με ,1
έρχομαι στα λόγια με ,1
έρχομαι σε ρήξη με ,1
έρχομαι με άδεια χέρια ,1
έρχομαι στα χέρια με ,1
κάνω μια τρύπα στο νερό,1
κυκλοφορώ από στόμα σε στόμα,1
κυκλοφορώ από χέρι σε χέρι,1
λέω τα έξω από τα δόντια σε ,1
λιώνω σαν το χιόνι στον ήλιο,1
μαθαίνεται από στόμα σε στόμα,1
μαθαίνω πολλά για ,1
μετράω λίγο για ,1
μετράω πολύ για ,1
μιλάω ανοιχτά σε ,1
μιλάω έξω από τα δόντια σε ,1
μιλάω με το χέρι στην καρδιά,1
μοιάζω σαν δυο σταγόνες νερό με ,1
μπαίνω σε κόπο για ,1
μπαίνω από τη μικρή πόρτα ,1
μπαίνω στο νόημα με το πρώτο,1
μπαίνω από το παράθυρο ,1
παίζω τις κουμπάρες με ,1
παραδίνομαι άνευ όρων σε ,1
δεν πατάω γερά σε πόδια,1
πάω στο άγνωστο με βάρκα την ελπίδα,1
πάω από επιτυχία σε επιτυχία,1
πάω από το κακό στο χειρότερο,1
πάω κατευθείαν στο στόχο,1
πάω κατευθείαν στο ψαχνό,1
πάω κατευθείαν στο ψητό,1
πάω κόντρα στον άνεμο,1
πάω κόντρα στην γκίνια,1
πάω στον πόλεμο χωρίς όπλα,1
πάω σαν το σκυλί στο αμπέλι,1
περνάω από το ένα άκρο στο άλλο,1
περνάω από τα λόγια στα έργα,1
περνάω από χέρι σε χέρι,1
πετάγομαι από το ένα θέμα στο άλλο,1
πέφτω από δίπλα σε Ε,1
πέφτω από έκπληξη σε έκπληξη ,1
πέφτω έξω σε υπολογισμούς,1
πέφτω από τη σκύλλα σε τη χάρυβδη,1
πέφτω από τη μία υπερβολή στην άλλη,1
πέφτω με το κεφάλι σε ,1
πέφτω με κλειστά τα μάτια σε ,1
πέφτω με τα μούτρα σε ,1
πέφτω και στην φωτιά για ,1
πηγαίνω από επιτυχία σε επιτυχία,1
πηγαίνω από το κακό στο χειρότερο,1
πηγαίνω κατευθείαν στο στόχο,1
πηγαίνω κατευθείαν στο ψαχνό,1
πηγαίνω κατευθείαν στο ψητό,1
πηγαίνω κόντρα στον άνεμο,1
πηγαίνω στον πόλεμο χωρίς όπλα,1
πηγαίνω σαν το σκυλί στο αμπέλι,1
πηδάω από το ένα θέμα στο άλλο,1
πιάνομαι από τα μαλλιά με ,1
πιάνομαι σαν τον ποντικό σε τη φάκα,1
πιάνομαι στα χέρια με ,1
προδιατίθεμαι αρνητικά έναντι ,1
προδιατίθεμαι θετικά έναντι ,1
ρίχνομαι από το παράθυρο για ,1
ρίχνομαι με τα μούτρα σε ,1
ρίχνομαι και σε τη φωτιά για ,1
συνδέομαι φιλικά με ,1
υπακούω στις οδηγίες κατά γράμμα,1
φέρομαι με το γάντι σε ,1
φεύγω με άδεια χέρια ,1
φεύγω σαν κλέφτης από ,1
χρησιμεύω ως μάθημα σε ,1
χρησιμεύω ως παράδειγμα σε ,1
χωρίζω κοινή συναινέσει με ,1
ανεβάζω την στο κεφάλι,1
ανταλλάσσω βαριές κουβέντες με Ε,1
ανταλλάσσω βρισιές με Ε,1
απαντάω με ένα ναι ή με ένα όχι,1
αποδίδω λογαριασμό για Ε,1
δεν αφήνω πέτρα πάνω Ε,1
αφήνω τα λουριά λάσκα,1
αφήνω ελεύθερο,1
δεν αφήνω λεπτό,1
βάζω τα δυο πόδια σε ένα παπούτσι,1
βάζω τη θηλιά στο λαιμό,1
βάζω πιπέρι στο στόμα του ,1
βάζω το χέρι βαθιά,1
βγάζω τα άπλυτα σε τη φόρα,1
βγάζω τα κάστανα από τη φωτιά,1
βγάζω την από έξω,1
βγάζω κάτι ξυνό,1
βγάζω κάτι με το τσιγγέλι,1
βρίσκομαι ενώπιος ενωπίω,1
βρίσκομαι μούρη με μούρη,1
βρίσκω θέμα για συζήτηση,1
βρίσκω κάτι μπροστά Ε,1
γνωρίζω κάτι με το νι,1
γνωρίζω κάτι από την καλή,1
γνωρίζω κάτι από έξω,1
δέχομαι κάτι ως ανταμοιβή του ,1
δέχομαι κάτι ως δάνειο,1
δέχομαι κάτι ως δώρο,1
δέχομαι κάτι ως εγγύηση,1
δίνω μια γνώμη πάνω σε Ε,1
δίνω το έναυσμα για Ε,1
δίνω τα εύσημα για Ε,1
δίνω λαβή για Ε,1
δίνω λόγο για Ε,1
δίνω τη μπουκιά από στόμα,1
δίνω κάτι για σύζυγο,1
δίνω κάτι άντρα,1
δίνω κάτι για,1
δίνω όπλα εναντίον Ε,1
δίνω τα παπούτσια στο χέρι,1
δίνω τόπο στην οργή,1
δίνω τροφή για σχόλια,1
δίνω το πράσινο φως σε ,1
δεν δίνω δεκάρα τσακιστή,1
είμαι η νύχτα με την ήμερα,1
ζητάω κόρη σε γάμο,1
ζητάω τον ουρανό με τα άστρα,1
θέτω ζήτημα σε Ε,1
θέτω θέμα σε Ε,1
κάνω το βίο αβίωτο,1
κάνω τη ζωή δύσκολη,1
κάνω κάτι λιανά,1
κάνω κάτι μαύρο,1
κάνω όχι με το κεφάλι,1
κάνω χάρη για Ε,1
δεν κάνει ούτε κρύο ούτε ζέστη,1
κοιτάζω από πάνω,1
κολλάω τη ρετσινιά σε Ε,1
λέω καλά λόγια για Ε,1
λέω πράματα και θάματα για ,1
λέω τα και τη,1
μαθαίνω κάτι με το νι,1
μαθαίνω κάτι από την καλή,1
μαθαίνω κάτι από έξω,1
μαλλώνω σαν το σκύλο με τη γάτα,1
μάχομαι σώμα με σώμα,1
μεταχειρίζομαι κάτι σαν ίσο,1
μιλάω σαν ίσος προς ίσο,1
μιλάω για όλα και για τίποτα,1
μοιράζομαι κάτι σαν αδέλφια,1
ξέρω κάτι με το νι,1
ξέρω κάτι από την καλή,1
ξέρω κάτι από έξω,1
δεν ξέρω ποια να διαλέξω από τη Κική,1
οφείλω ευγνωμοσύνη για Ε,1
παίζω τη γάτα με το ποντίκι,1
παίζω ζωή Ε,1
παίζω κεφάλι Ε,1
παίζω τομάρι Ε,1
παίζω τα όλα για όλα,1
παλεύω με νύχια και με δόντια,1
παλεύω σώμα με σώμα,1
περνάω κάτι από χέρι,1
περνάω κάτι σκάλες,1
περνάω κάτι δια πυρός,1
πετάω κάτι κατάμουτρα,1
πετάω κάτι έξω,1
πέφτω μούρη με μούρη,1
πέφτω νερό με το τουλούμι,1
πιάνομαι μαλλί με μαλλί,1
πιάνω κάτι πόρτα,1
πολεμάω σώμα με σώμα,1
πουλάω αέρα κοπανιστό,1
πουλάω φύκια για μεταξωτές κορδέλες,1
προσφέρω κάτι στο πιάτο,1
ρίχνω νερό με το τουλούμι,1
σερβίρω κάτι στο πιάτο,1
δεν σηκώνω μύγα στο,1
στέλνω κάτι από τον Άννα,1
τάζω λαγούς με πετραχείλια,1
τάζω τον ουρανό με τα άστρα,1
τρώω ψωμί και αλάτι,1
υπόσχομαι λαγούς με πετραχείλια,1
υπόσχομαι τον ουρανό με τα άστρα,1
φέρνω κάτι στο πιάτο,1
φέρνω κάτι ωs εγγυητή,1
φέρνω κάτι ως παράδειγμα,1
χρωστάω ευγνωμοσύνη για Ε,1
χτυπάω κεφάλι στον τοίχο,1
χτυπάω πόδια από πείσμα,1
χτυπιέμαι σώμα με σώμα,1
ανακατεύομαι στα πόδια,1
ανακατεύομαι στις δουλειές,1
ανεβαίνω στην εκτίμηση,1
ανεβαίνω στο κεφάλι,1
ανεβαίνω στα μάτια,1
ανεβαίνω στα ύψη,1
ανεβαίνω στα ουράνια,1
ανέρχομαι στις πηγές,1
απαντώ στις εκκλήσεις,1
απαντώ στις προκλήσεις,1
αποβαίνω σε βάρος,1
αρπάζομαι από τα λόγια,1
βαδίζω στα βήματα,1
βαδίζω στα ίχνη,1
βαδίζω στα χνάρια,1
βαραίνω σε τη συνείδηση,1
βασίζομαι στο λόγο,1
βασιλεύω στην καρδιά,1
βασιλεύω σε τη ψυχή,1
βγαίνω από το στόμα,1
βγαίνω από τη μέση,1
γελώ σε βάρος,1
γεννιέμαι στην καρδιά,1
γεννιέμαι στο μυαλό,1
γλυστράω μέσα από τα χέρια,1
γλυτώνω μέσα από τα χέρια,1
διαβάζω στα μάτια,1
διαβάζω στο βλέμμα,1
διαβάζω στην όψη,1
διαβάζω στο πρόσωπο,1
διαβάζω στην καρδιά,1
δίνω στα νεύρα,1
δίνω από το υστέρημά,1
είμαι στον αντίποδα,1
είμαι για το καλό,1
είμαι με το μέρος,1
είμαι σε τη σκιά,1
είμαι στο σημάδι,1
είμαι στο στόχαστρο,1
δεν είμαι για τα δόντια,1
δεν είμαι για τα μούτρα,1
είμαι στο χέρι,1
είμαι υπό την επήρεια,1
εμπίπτει στις αισθήσεις,1
εμπίπτει στην αντίληψη,1
εμπίπτει σε τιs διατάξειs,1
εμφανίζομαι στα μάτια,1
εμφανίζομαι στο πρόσωπο,1
εμφανίζομαι στο προσκήνιο,1
ενεργώ πίσω από τη πλάτη,1
επανέρχομαι σε τη μνήμη,1
επανέρχομαι στο μυαλό,1
επανέρχομαι στο προσκήνιο,1
επιστρέφω στους κόλπους,1
επιστρέφω στις πηγές,1
επιστρέφω στην κανονικότητα,1
έρχομαι προς βοήθεια,1
έρχομαι σε τη θέση,1
έρχομαι στα λόγια,1
ζω ειs βάρος,1
ζω με έξοδα,1
ζω κάτω από τη στέγη,1
ζω υπό τη σκιά,1
ζωγραφίζομαι στο πρόσωπο,1
ζωγραφίζομαι στα μάτια,1
θυσιάζομαι στο βωμό,1
θυσιάζομαι στο βωμό,1
κάθομαι στην καμπούρα,1
κάθομαι στο λαιμό,1
κάθομαι σε τη ράχη,1
κάθομαι στο σβέρκο,1
κάθομαι στο στομάχι,1
κάθομαι στο πόδι,1
κάθομαι στα αυγά,1
καθρεφτίζομαι στα ματιά,1
καθρεφτίζομαι στο πρόσωπο,1
κρατιέμαι σε τη σκιά,1
κρατιέμαι στο προσκήνιο,1
κρατιέμαι στο παρασκήνιο,1
κρέμομαι πάνω από το κεφάλι,1
κρέμομαι από τα χείλη,1
κρέμομαι από τα λόγια,1
κτυπάω στο μάτι,1
κτυπάω στο ρυθμό,1
κτυπάω στο αδύνατο σημείο,1
μένω στα χέρια,1
μένω στο πόδι,1
μιλάω στο αυτί,1
μιλάω στην καρδιά,1
μιλάω σε τη γλώσσα,1
μιλάω σε τη ψυχή,1
μιλάω σε τη ψυχή,1
μπαίνω σε τη θέση,1
μπαίνω στην μύτη,1
μπαίνω στο παιχνίδι,1
μπαίνω στο πετσί,1
μπαίνω στο πνεύμα,1
μπαίνω στο μάτι,1
μπαίνω στα πόδια,1
μπαίνω στο στόχαστρο,1
μπαίνω σε τη μαύρη λίστα,1
μπαίνω στο ρουθούνι,1
μπερδεύομαι στα πόδια,1
μπερδεύομαι στις δουλειές,1
μπλέκομαι στα πόδια,1
ντρέπομαι για λογαριασμό,1
ξανάρχομαι σε τη μνήμη,1
ξανάρχομαι στο μυαλό,1
ξεγλιστρώ κάτω από την μύτη,1
ξεφεύγω από τα χεριά,1
ξεφεύγω μέσα από τα χεριά ,1
παίζω με τη δυστυχία,1
παίζω με την ζωή,1
παίζω με τα νεύρα,1
παίζω με τα συναισθήματα,1
παίζω με τον πόνο,1
παίζω με την υπομονή,1
πατάω πάνω στα ίχνη,1
πάω με τα νερά,1
περνάω από το μυαλό,1
περνάω κάτω από τη μύτη,1
περνάω πάνω από το πτώμα,1
περνάω πάνω από το σώμα,1
περνάω από το χέρι,1
περνάω από τα χεριά ,1
περνάω από τη σκέψη,1
πέφτω στην ανάγκη,1
πέφτω στην αγκαλιά,1
πέφτω στις αισθήσεις,1
πέφτω στην αντίληψη,1
πέφτω στα γόνατα,1
πέφτω στην εκτίμηση,1
πέφτω στα νύχια,1
πέφτω στα ποδιά,1
πέφτω από το στόμα,1
πέφτω στα χέρια,1
πέφτω μέσα από τα χεριά,1
πέφτω στα μάτια,1
πηγαίνω με τα νερά,1
πιάνομαι στα γρανάζια,1
πιάνομαι στα δίχτυα,1
πιστεύω στα λόγια,1
πιστεύω στις υποσχέσεις,1
προσεύχομαι για την ανάπαυση της φυγής,1
ρίχνομαι στην αγκαλιά,1
ρίχνομαι στο λαιμό,1
ρίχνομαι στα πόδια,1
ρίχνω στα αυτιά,1
σέρνομαι στα πόδια,1
στέκομαι στο στομάχι,1
στέκομαι στο ύψος,1
τοποθετούμαι υπέρ της άποψης,1
τρώω από το χέρι,1
τρώω μέσα στο χέρι,1
υποπίπτω στην αντίληψη,1
υποχωρώ σε καπρίτσιο,1
υποχωρώ στις απαιτήσεις,1
υποχωρώ στις απειλές,1
φεύγω μέσα από τα χέρια,1
φθάνω στα αυτιά,1
φθάνω στο μεδούλι,1
φθάνω στο τέρμα,1
δεν φθάνω ούτε στο νυχάκι,1
δεν φθάνω ούτε στο μικρό δαχτυλάκι,1
δεν φθάνω ούτε στο δαχτυλάκι,1
χάνομαι από τα μάτια,1
χάνομαι στο πλήθος,1
χαράζομαι στα μάτια,1
χαράζομαι στο πρόσωπο,1
χαράζομαι στην μνήμη,1
χαράζομαι στο μυαλό,1
χτυπάω στο μάτι,1
χτυπάω στα νεύρα,1
text,label
αδειάζω τη γωνιά σε,1
αδειάζω πιστόλι πάνω σε,1
αλλάζω τον αδόξαστο σε,1
αλλάζω την πίστη σε,1
δεν αλλάζω ούτε κόμα σε,1
αλλάζω λόγια με,1
αλλάζω κουβέντες με,1
αλλάζω τα μυαλά σε,1
αλλάζω τα φώτα σε,1
αλλάζω τα πετρέλαια σε,1
αλλάζω τα πέταλα σε,1
ανάβω τα λαμπάκια σε,1
ανάβω φωτιά σε,1
ανάβω φωτιές σε,1
αναθέτω υποθέσεις σε,1
ανεβάζω την πίεση σε,1
ανοίγω δρόμο για,1
ανοίγω δρόμο σε,1
ανοίγω νέο δρόμο σε,1
ανοίγω καρδιά σε,1
ανοίγω νέους ορίζοντες σε,1
ανοίγω πανιά ,1
ανοίγω πληγές σε,1
ανοίγω παλιές πληγές σε,1
ανοίγω μια πόρτα σε,1
ανοίγω πουγκί για ,1
ανοίγω πυρ εναντίον,1
ανοίγω σπίτι σε,1
ανοίγω φτερά ,1
ανοίγω ψυχή σε,1
ανοίγω το μυαλό σε,1
ανοίγω τα μάτια σε,1
ανοίγω ορίζοντες σε,1
ανοίγω το λάκκο σε,1
ανοίγω την όρεξη σε,1
ανοίγω μέτωπο σε,1
ανοίγω τις πύλες του σε,1
ανοίγω την αγκαλιά μου σε,1
ανταλλάσσω βλέμματα με,1
ανταλλάσσω βρισιές με,1
ανταλλάσσω εντυπώσεις με,1
ανταλλάσσω βαριές κουβέντες με,1
ανταλλάσσω θερμή χειραψία με,1
ανταποδίδω τα ίσα σε,1
ανταποδίδω τα πυρά σε,1
απαγορεύω την είσοδο σε,1
απλώνω δίχτυα σε,1
απλώνω τα κουλά σε,1
απλώνω χείρα βοηθείας σε,1
απλώνω χέρι ,1
απλώνω χέρι σε,1
απλώνω τον ιστό μου σε,1
αποδίδω δικαιοσύνη σε,1
αποδίδω τα δίκαια σε,1
αποδίδω τα ίσα σε,1
αποκαθιστώ την ηρεμία ,1
αποκαθιστώ την τάξη ,1
αποκαλύπτω παιχνίδι σε,1
αποκαλύπτω χαρτιά σε,1
απολαμβάνω μεγάλης εμπιστοσύνης εκ μέρους του,1
απολαμβάνω μεγάλης τιμής εκ μέρους ,1
απονέμω αξιώματα σε,1
απονέμω βραβείο σε,1
απονέμω δικαιοσύνη σε,1
απονέμω τα εύσημα σε,1
απονέμω παράσημο σε,1
απονέμω χάρη σε,1
απονέμω τιμή σε,1
αποσπώ το βλέμμα του από,1
αποσπώ το νου του από,1
αποσπώ πληροφορίες από,1
αποσπώ την προσοχή του από,1
αποσπώ τις σκέψεις του από,1
αποσπώ τη σκέψη του από,1
αποσπώ το μυστικό από,1
αποσπώ χρήματα από,1
αποσπώ χρηματικά ποσά από,1
αποσπώ την αλήθεια από,1
αρνούμαι εύνοια σε,1
αρνούμαι υπακοή σε,1
αρνούμαι υποταγή σε,1
ασκώ δίωξη σε,1
ασκώ έφεση κατά,1
ασκώ πίεση σε,1
αστράφτω μία ανάποδη σε,1
αστράφτω μία ξανάστοφη σε,1
αφήνω μία τελευταία ευκαιρία σε,1
αφήνω θέση σε,1
αφήνω ίχνη σε,1
αφήνω κενό σε,1
αφήνω κόκκαλα ,1
αφήνω το πεδίο ελεύθερο σε,1
αφήνω πνοή ,1
αφήνω την προτεραιότητα σε,1
αφήνω το στίγμα μου σε,1
αφήνω τομάρι ,1
βάζω τα γυαλιά σε,1
βάζω ιδέες σε,1
βάζω κέρατα σε,1
βάζω μαχαίρι σε,1
βάζω κακό μπελά σε,1
βάζω μια μονοκοντυλιά σε,1
βάζω μυαλό σε,1
βάζω όρους σε,1
βάζω πανιά ,1
βάζω ένα πιάτο για,1
βάζω πλώρη ,1
βάζω σάλτσες σε,1
βάζω στοίχημα με,1
βάζω φρένο σε,1
βάζω φυτιλιές σε,1
βάζω τις φωνές σε,1
βάζω ένα χεράκι σε,1
βάζω χέρι σε,1
βάζω χέρι σε,1
βάζω χέρι σε,1
βάζω ψυχή ,1
βάζω το στίγμα μου σε,1
βάζω τέλος σε,1
βάζω ψυχή σε,1
βάζω λόγια σε,1
βάζω καπέλο σε,1
βγάζω γλώσσα σε,1
βγάζω μια γλωσσά σε,1
βγάζω γλώσσα σε,1
βγάζω δίσκο ,1
βγάζω το καπέλο σε,1
βγάζω το λάδι σε,1
βγάζω μάτια με,1
βγάζω μάτια πάνω σε,1
βγάζω τα μάτια σε,1
βγάζω ουρά από,1
βγάζω την πίστη σε,1
